# Constructed from biom file
OTU ID	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25
bd82adcffa9fea305d4eeb45a8394a96	838	0	840	0	0	0	0	0	0	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0	0
aa7f92268fee695866d9988111090964	0	0	0	0	0	5	0	0	1588	0	3423	0	3	15	0	7	9	0	7	20	0	0	2408	0	1264
9009ab52da0a7262552f8c5941d3220d	0	0	0	0	17	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401d2c787c1ac503b202b8dd354b5dc2	161	0	262	41	772	34	1302	218	941	0	864	0	0	664	6	375	123	142	118	148	96	94	227	0	95
7ae55b7ba4a6ee5e25f3bd2316320f98	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
751d7e918375eedb07d1b4bcdf608fc3	51	0	96	0	133	0	119	0	0	0	0	0	540	0	0	0	5	0	0	0	0	0	0	1751	0
5112de47f4e6d8f73e0b269fc188e2f7	5269	0	4394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c650d5f08b3c2b6f9a218e8ef9567860	0	0	7	0	0	0	15	17	49	0	18	0	0	105	0	73	170	0	89	0	412	0	0	2264	0
801d573522fc50f4241a7b51018fce33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
82af7bd8c5455569aa54ac4bb7efef6e	0	0	0	0	22	0	7	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	22	0
1623f6a3ac31316c37f6d7c4332d1171	0	0	0	0	3244	0	5106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f44fa222675a35c277eb08c330c51987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866	0	1111	0	465	0	283	0	0	0
8d0ee1c3ed9f40d66eb86f4ab39925f0	0	0	0	0	382	0	649	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
801c13e69906c83802bb24719f4a2faa	0	0	0	0	46	0	27	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
689d7fb0db41fb137ab38b4524df30c1	13	0	42	0	116	0	258	0	77	0	255	0	36	320	0	704	25	63	0	97	126	183	16	261	9
4ec27f1697db2a6d177badd3e78088eb	0	0	0	97	0	68	56	35	0	139	0	0	0	0	292	201	647	477	240	416	282	321	281	746	569
45d717224665d03f2c8e2cb8d9c6956b	609	0	686	0	1727	0	5488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e6ae194f667321ccf044b18c78d93d6a	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	271	0	414	0	351	0	217	601	0	1630
175043d3cdab790acdbbf35eada70b11	0	1678	0	1267	0	1244	0	890	0	54	0	289	0	0	255	0	691	0	176	0	101	0	0	0	0
636ae2f74e83df447e238fd13bdf8c10	135	116	141	467	335	308	469	218	3	0	0	0	0	0	626	710	0	993	0	300	0	337	0	0	0
789986f89f9f0ed204c0736485e66adb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43fbc614f3c0f88a26100b234483ebb9	332	0	82	0	0	0	0	0	0	0	107	0	0	0	0	11	6	1327	0	0	0	0	0	129	0
f63d995e00f1ad7a4b91667bfbc114c2	4	1373	3	486	0	259	0	262	215	0	134	0	521	376	0	0	0	0	0	0	0	0	0	0	0
88da92c0f39456d69ddb66d489f23204	0	0	0	0	0	0	46	0	1549	25	264	0	0	493	535	286	231	678	0	618	0	333	72	0	77
78a693c4e9dbcd3bd9f61062aa491609	0	0	0	0	45	0	23	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
54c04f38ef8587878cb1e953ca2dcf2f	94	15	162	83	0	70	0	0	0	165	0	20	4	0	276	241	573	462	218	382	278	324	320	719	604
1902158d74cb1ddbf9f15295ac22b572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	0	0	0	0	0	0	0	0
172badb08879d96e77ac39d3f5f584fb	106	0	63	0	0	0	0	0	0	0	0	0	0	0	0	2739	0	0	0	150	0	815	782	1514	334
304a8ff03483f5969902a8b43c06cc38	0	0	0	0	0	0	0	0	13	0	0	0	0	412	0	0	0	77	0	0	0	14	0	0	27
479a3b2caa2bc6b612474cb298686d71	0	0	0	0	148	0	251	0	86	0	54	0	436	469	0	0	15	0	0	0	0	0	0	0	0
cf9090d02266c97bccecd09ce79072d6	165	0	147	0	0	0	0	0	0	0	0	0	0	0	0	493	0	934	0	417	0	794	284	0	691
60622a194a65ad2582cb40b903561068	0	0	0	0	0	16	37	70	0	0	0	0	0	0	112	0	0	0	355	0	0	0	0	33	0
238450319d952ccd33f12f3acfbd188c	0	0	0	100	0	17	0	0	0	0	0	0	0	0	0	0	2093	0	675	0	657	0	653	1553	678
b87cd49088dcbce0bc75b54132aa467e	0	0	0	13	0	0	0	0	0	0	24	0	0	0	0	1128	0	1616	0	2084	0	1096	0	0	0
d3cb2267b6d669e889986ea510d990b2	51	0	35	0	111	103	141	3	702	0	492	0	169	247	0	34	102	11	37	83	39	125	16	123	63
2231a9270783de110a06411676195f08	0	0	0	28	20	9	24	572	0	0	0	0	0	0	87	156	125	25	1290	24	351	45	32	874	0
61b792af7bae1bc800fe9e45d74739b8	0	0	0	0	0	0	0	0	2799	0	599	0	0	1026	97	54	0	87	0	106	0	76	0	0	31
fca69ad9bcd9ea3c9d84b664697016b2	0	0	0	0	0	0	0	83	0	0	0	0	0	0	155	0	14	0	274	0	0	0	0	40	0
726053fa4caa7d4177fb537588b4a5bb	0	0	7	0	45	8	92	12	67	0	124	0	44	61	87	156	100	0	1636	0	193	15	31	204	10
8d11d41e32409c685883dba82cbb9b71	0	0	0	0	299	0	352	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0
7d5bf74549c8e511eadadbc975cfb566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a1299710a123f734be798c107dd86609	0	0	0	82	0	58	0	23	0	179	0	14	0	0	1203	738	295	865	59	726	55	646	0	169	0
f10ec06fcbf2692c7bdb6822ae15b0ef	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0
2963215ae92d3c8fe59ac831f53eaa49	0	97	0	133	0	54	0	0	0	509	0	952	0	0	1137	0	207	0	143	0	54	0	109	244	309
deb331fb81d807dfbcc84b39c8324dd6	40	0	81	0	0	0	0	0	0	0	0	0	0	0	0	1434	0	89	0	133	0	780	460	0	180
ddd76607baf03bd2f112f7bcab5aa316	0	339	0	0	0	0	0	0	39	41	0	0	0	40	2603	0	1261	0	0	0	0	0	0	0	0
0ca474926db8b3a463a66708b4bf985a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8eaa044ffbd96b766c6f3b7cd1c83686	105	55	104	94	108	128	153	111	396	0	304	0	346	196	0	15	190	27	112	5	123	22	14	67	8
3d767bf299c3840ec45fa34c72de9240	7	0	0	0	101	0	195	144	235	0	273	0	336	236	0	78	0	0	0	10	0	13	24	0	51
21507e84dc8a968451c20eef06506e3d	130	0	82	0	31	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53b7dfb3bf1e6e66a3c76ebfbd54e23b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1302	0	390	31	244	0	218	0	0	13	0
d51bde1834e992fbae70d631432425a1	452	0	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eb83b722457504d3a65efe1ff3506baf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
