# Constructed from biom file
OTU ID	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25
cf334009118b95de3c856ff0d947d5b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	5	0	16	7	0	0
8bd2369be8ac08f04e93c80064451f08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	601	0	29	0	31	17	41	0
3c9b48c08bc3c4dc779adceb8b474087	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
27f040b79c7b279d2b462099157f3edc	417	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9cc87bd13b7eca73b74e86c621e8366a	19	0	60	0	0	0	0	11	49	0	13	0	18	33	0	70	0	15	0	16	0	80	43	0	26
d14cd31ce7f29440e97e3c68f0bc921f	0	0	0	0	0	0	139	0	0	0	0	0	0	0	9	0	37	0	0	0	4	77	36	8	11
ea07d21ccd78e053a36e09479fb84605	0	0	0	0	0	0	0	0	492	0	128	0	0	176	0	0	0	0	0	0	0	0	0	0	0
6b2bf2b736248997a3ca8609f2d7c003	47	0	0	0	122	0	239	0	0	0	0	0	0	0	0	48	0	89	0	60	0	71	33	0	51
be808bbe00c19922e66939a5da7ffee1	0	0	0	0	174	0	242	0	159	0	86	0	0	133	0	0	0	0	0	0	0	0	0	0	0
b8ba67a47a344ac62eb0ca709afb32db	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
983cc837f7265ce0a87fbd4e3e80b4fc	0	0	0	0	0	0	0	0	191	0	217	0	0	385	0	0	0	0	0	0	0	0	0	0	0
dd4826376c1de49b8687c4f882d3bcf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4321456e0bf36ec7ece934aaf3430c94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fb638555e28f6de44a9741d047610cc1	46	0	62	0	0	0	0	0	33	0	67	0	0	141	0	25	0	6	0	0	0	46	8	225	0
0bbf1f88547c1037fd5767c9bf0ecd71	0	0	0	18	13	0	0	124	0	0	0	0	0	0	92	0	18	19	46	14	25	0	0	77	26
02dadca1403c78918f56581e87e3debb	0	0	0	0	0	0	14	0	26	0	40	0	16	24	0	26	0	0	0	0	23	5	5	43	0
331dd0696b416c384b66b06d44b271fc	4	0	0	0	0	0	2	0	3	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
d082fef5c0a8d776e527a2d738a5d3be	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55a64ebf3df751c9bbaf5b38165e5609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
464f523ef449bc8819c6e66c4d38ae94	9	0	10	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	16	0	75	14	0	12
93b54e7a0b44d9afece26aa970d708cf	7	0	5	0	0	0	0	0	0	0	12	0	0	0	0	25	0	0	0	0	0	15	22	24	0
a5291070de4c578617323b7348b502bf	0	0	0	0	0	0	0	0	124	0	146	0	56	446	0	0	0	0	0	0	0	0	0	0	0
f645ec0545b0c1b64982a1d42e60e80e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	597	0	25	0	20	9	31	12
9f36d2b6d27a311b30db6adde11078e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	11	0	16	159	0	0
2ac7842c9f5834f3cd937d890bb9b06a	15	0	113	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	4	15	0	0	0
2d415859c70ecf8044baa29f7025194b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	12	0	24	19	0	18
8fec89d613a883fe59cfe0288173d8b3	44	0	72	0	0	0	0	0	0	0	0	0	0	0	0	15	0	123	0	24	0	16	25	0	19
ee6ac5b2c325e7e49b7f9158a5799b00	0	0	0	0	40	0	0	0	33	0	46	0	0	0	0	6	0	48	0	0	0	0	0	129	0
abc41b45b65d1ea3a186f4247cb76211	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	26	0	0	0	0	0	0	0	0	0
b55cfd645672234093e4460a25d00a01	0	0	0	0	96	0	141	0	97	0	87	0	280	42	0	0	0	0	0	0	0	0	0	0	0
ef07476377dc21d93014c8da26652939	0	0	0	0	68	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d9789594751e55af64784d118a406149	0	0	0	0	0	0	0	0	54	0	127	0	415	146	0	0	0	0	0	0	0	0	0	0	0
0f4dc3ccf85ccf9e87b25ff43095cd35	25	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e8f763abe788770a721ddeb431d0a1e7	56	0	28	0	8	2	22	0	0	0	0	0	0	0	0	30	0	49	0	70	0	20	18	0	73
3fff634bacef9fc073330da6447c553c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
885c445387df40c5b26590e29d78a922	22	0	35	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	47	0	47	73	0	23
f49afea0d24954057b629e453a01639c	0	0	0	32	0	0	0	0	0	0	30	0	183	0	268	21	0	0	34	0	0	0	0	0	0
5806ea19d5e12aece47035e713302a2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	24	0	18	8	47	68	14	31
460a046c70ddb864b0e8b5cdb0b3829e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e430c0dd958f53d48a64a94e63b66ee4	14	0	0	0	0	21	0	0	0	0	0	0	0	0	145	38	16	0	0	0	6	0	60	0	0
84c1b8b5c10a6ece6df5ca4979882f90	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	17	0	0	0	51	8	0	257	0
3c5199075ee5640dc7029489b342d918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1bd7ffb2fd3fee2440da216bf3e7ce04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6c527d02346ee58ceebed3317d2e0a4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	67	0	5	17	0	7	0	0
c77f4ee10ca77acb4f26bf5eafc419f8	0	0	0	0	0	10	0	64	0	0	0	0	0	0	0	16	0	0	0	0	0	0	10	0	0
0632f646eb882c0ed019e7290ee9eb7c	3	0	5	0	0	0	0	0	0	0	2	0	567	16	0	0	0	0	0	0	0	0	0	0	0
7518ff04ff2fcfc6583a6d7ff881d546	57	0	61	0	93	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449911bac90e4d6b11fc0acae62f0410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	120	15	19	25	20	47	15	23	10	4
120b6e948baae6941f7e0e6a1520edd9	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
b72c83180f5b4dc6f8e458a3ac41c76d	0	0	0	0	67	0	95	0	0	0	62	0	161	0	0	0	0	8	0	0	0	0	0	0	0
74b8adf2435e8387a47bbc1c14ba81f8	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	7	0	0
8d898ac6cde30f25ea0959b9477133ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a30bc4486f9e965946baea3f5eca16d5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	40	0	29	0	41	133	0	53
eaf9af92c1e82a3f0cf458dcce7e9172	15	0	10	0	40	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7f849e1e094ff00905f5f454acda2bd8	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	37	0	0	0	0	0	48	19	140	11
6f8adc897582c8cf950137bf4a3c1534	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60dfeea0c73d2f2e63e2b404a1c1b2c0	13	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	9	0	0
60ade89aab5d74490de68e5138a1a073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9d7a4ad8fd5f0bc19e983af1badaf349	0	0	0	0	157	0	161	0	30	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
b37ad1e20cae6a70e77be04adb064986	22	0	34	0	9	0	22	0	33	0	26	0	7	0	0	0	0	0	0	0	0	0	0	0	0
72f5a61912177b1b4352deee3b51ea75	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ddd061484631ce8cf1da809ae9081c2f	0	0	0	0	0	0	0	22	12	0	0	0	58	12	0	0	0	10	0	0	0	0	0	9	0
c3a1c9b9105d250c7ff6ed2bfaa81617	0	0	0	0	0	0	0	0	292	0	0	0	0	49	0	0	0	10	0	0	0	31	0	0	11
700666c42e418a72ab1db9f568a565bd	45	0	65	0	219	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c9766f613ca3d62e2f701df96d149ebb	0	0	0	0	0	0	0	0	56	0	35	0	0	32	0	151	0	154	0	5	0	52	62	0	7
c88984709788eed61d5a16e32d9a52ec	18	0	30	0	9	0	10	0	47	0	55	0	0	43	0	30	30	22	21	11	18	13	14	34	13
c8a1acc667b00ff28b349fde5121ac7e	0	0	0	0	0	0	0	0	0	0	35	0	11	11	0	113	23	33	0	4	13	35	64	115	15
063f9854f2145036e8e91d3de6db3036	10	0	17	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	9	28	58	0	0
ff03efc24ba8ace6d85b458185d86a0e	0	0	0	0	0	0	27	0	41	0	24	0	0	9	0	0	0	0	0	0	0	0	0	0	0
9b619c9dc6dcc9ac46962cd55126f7c7	0	0	32	0	16	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
d4a514532c73a210c86786b4a80d1049	0	0	0	0	31	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d395e4a09a2d1943cf9cbadc8fbb8d48	4	0	0	11	12	0	19	8	9	0	0	0	32	0	25	0	0	7	0	0	0	4	5	0	0
89031a73d30b04cd204a4996ae5b0120	6	0	6	0	10	0	28	10	30	0	6	0	50	5	69	18	0	0	0	0	16	0	0	0	0
9c9d05a7e0c3a0948f1b6bf85d1e58f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270acc352d80afe16ed5ada09bd32a53	0	0	0	0	207	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4108953b49ca4d617284e8edad69cddd	0	0	13	0	0	0	0	0	0	0	50	0	0	23	0	27	0	0	0	0	0	0	0	0	0
ea87d5bec4939923e85cd56fccbf0d89	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dd467b588e90e3f4eeacd72c602cd26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a02f61db3986b6c8acc789c459914efe	0	0	0	0	0	0	0	28	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
4dcc89d6c8534bee900a68ee8e9a0dea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	223	0	164	0	114	0	19	43	0
b526c8ff062c23c8f0615f9aafbe63dc	55	0	39	0	34	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c46748287da9c3064b1b10a31ffab73e	0	0	0	0	0	0	0	0	72	0	33	0	234	64	0	0	0	0	0	0	0	0	0	0	0
5b87549a91cc4a7e0ff3f3d11bb41842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2983678176943eba5e6ed1f58c3e9adf	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27a8715df8d430067924a595598da6c1	6	0	10	0	0	0	0	0	48	0	92	0	0	28	0	0	0	26	0	52	0	42	7	0	17
adb00276273d19956f75cd36183f9f17	23	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
906ed7fa757b32f6b4b994c713b4e538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
525a3fd5db43ed873194f05ec29f1e3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	26
385a20a6d58d711b074c0f93ff4792ff	14	0	17	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	6	0	0	0	0
d56caedc6dcaefef97e80db97e650158	0	0	0	0	37	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9636caf03d4d0715bd5f84a2118fc372	15	0	6	0	0	0	0	0	12	2	20	0	24	8	0	44	70	7	3	17	16	58	19	10	0
c96ef43210e48002518faf07354832d7	0	0	0	0	0	0	0	30	46	0	40	0	226	38	0	0	0	0	0	0	0	0	0	0	5
c430ff87ae2ce4b6baa848005b7aa77f	0	6	0	0	0	12	0	0	0	7	0	6	0	0	8	0	325	0	81	0	76	0	0	0	0
873ddee999eb4f56591a1816f77d9567	0	0	0	0	168	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3570e4e6b33027308ebb32e530bce0bc	0	0	0	0	0	0	0	0	235	0	81	0	0	296	0	0	0	0	0	0	0	0	0	0	0
b6be6ac32f4b745aa973fad2e4e372f6	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b19753db7a6f5674ed2b86b686b168de	0	0	0	0	0	0	0	0	15	0	11	0	0	8	121	3	0	0	11	0	0	0	0	11	4
7ca2da26d8715d7cb965a98ee9085380	0	0	0	0	0	11	0	0	0	0	43	0	0	26	0	38	0	0	0	29	0	30	49	71	14
0bfc999412534646532d8f746b52902b	0	0	9	0	0	0	0	8	0	0	0	0	18	0	0	0	22	0	0	0	0	0	0	0	0
1cdea574cf757a282239442aca0ec9aa	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	206	0	48	0	14	0	0	0	0	19
90a4c01ba346fe4894ae9a114fdef768	0	0	0	0	0	0	25	0	0	0	19	0	0	8	27	27	0	4	0	0	0	0	4	0	0
6c12754a1141af4230d043563468f33a	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45d1b478942583c10f0f6940891e8759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75a41e13fd85b07307efaa3f3833804f	0	0	0	0	0	0	0	0	0	0	0	263	0	0	133	0	0	0	0	0	0	0	0	0	0
db3e278cb17651873a16a8a78be963d8	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
2214b331c5b2375a194a5579f3148670	18	0	59	0	0	0	0	0	0	0	0	0	0	0	0	56	0	10	0	0	0	38	49	0	39
3f7b97af67cf81acbcba3f6ba27dc18d	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
709f4db8385992c0f2f9777c2ae66a24	0	0	0	0	14	0	23	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
c9758d2fc142ebf6463b2702c3eb8ba7	18	0	17	0	0	0	14	0	0	0	17	0	0	0	36	0	0	0	0	0	0	0	41	0	0
42cb49ce53a0a6bce176e3a83df7a1c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	60	0	50	0	128	99	0	124
22ba5682f99374881709097fb5cade6a	7	0	5	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
35fb20724158a5918a4dc3748c208816	0	0	0	0	0	0	0	0	61	0	138	0	339	32	0	0	0	0	0	0	0	0	0	0	0
41efe85bf9e9d2e030c292bc5dc25ea8	0	0	0	0	0	0	0	0	49	0	31	0	0	44	0	0	0	0	0	0	0	0	0	0	0
a9ee1dd563096bce15704afedc416aa7	0	0	0	0	0	0	0	0	0	22	0	13	0	0	29	0	0	0	0	0	0	0	0	0	0
b5044e51f00540b9b925eb5682813e4c	0	0	0	0	0	0	0	0	292	0	223	0	0	42	0	0	0	0	0	0	0	0	0	0	0
be3a154103205d707a2b26196535f15d	0	0	0	0	156	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
de74fcd7786d3682c82c08e82da9647c	0	0	0	0	14	0	27	0	0	0	0	0	0	0	0	0	41	0	0	0	15	0	20	60	57
969bea2bbcb818756e139fbdbe8e09e3	0	0	0	0	0	0	0	277	0	0	0	0	0	0	44	0	30	22	0	5	115	0	0	21	0
5f0dd4ceb3a3dce8d5bd67dc759dd6d5	0	0	0	0	0	0	0	0	367	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ba29e5877f7120a2cdc2046469e80ea0	0	0	0	0	30	0	15	0	118	0	54	0	0	225	0	0	0	0	0	0	0	0	0	0	0
bd0afbb0187f11c663cd23fb92c40624	0	0	0	0	0	0	0	0	34	0	121	0	132	0	0	0	0	16	0	0	0	0	0	60	0
100491e258db497a02bbbf78b0ff8200	0	0	0	0	0	0	45	0	349	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0
222cc24ef60e06aee52e2391410d9f4f	6	0	2	29	12	15	16	23	0	0	0	0	0	0	0	15	0	19	0	5	2	22	19	0	15
51e1c53925720c72ebd5d0e611b302cf	0	0	0	0	43	0	61	0	0	0	0	0	0	0	0	126	39	0	0	0	0	0	0	0	119
f3b2ad72540bbc724493dfb1aa80b3c8	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	19	0	33	43	26	37
ed032388147f8fa7ea783a1822c2b094	20	0	14	0	0	0	6	0	8	0	0	0	17	13	0	6	0	5	0	0	0	18	20	6	10
1ac8373952a2d980a94b65407e2a3a7e	7	0	4	0	11	0	19	0	15	0	18	0	12	16	0	8	0	12	0	7	0	13	7	23	4
4823e30109c454d2bf15339734c3c776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4973b051d1675e7c6104565fc28214f5	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	22	0	50	40	0	56
3d79a6e49095fed9489c3c4f92d18184	0	0	0	0	134	0	382	0	10	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e0867bcc40de0b8f64d32952fe1b25bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
7c03554163199a5c1f46f7cf5a1386b4	5	0	0	0	35	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	8
1df35a23889a01c63b70d628155c6bce	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	53	0	0	0	0	12	0	0
b7fb2c99b14ab4814227748de59dbff7	0	0	0	0	0	0	0	0	38	0	75	0	0	0	0	64	0	56	0	35	0	39	62	0	62
7072ea328a84b801cbc46763ebb42d44	24	0	46	0	0	0	0	0	0	0	0	0	23	4	0	7	37	0	32	0	31	0	0	0	0
40fdce42781b4aae4e8b73aacd27a018	16	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	20	18	0	9	0	0	0	0	0
5ffd018f36cca8709cdeee04e70ae9bd	0	0	0	0	0	0	0	0	0	0	0	2	0	517	0	0	0	0	0	0	0	0	0	0	0
8a5b3aa2479b0df2e3184aa199d64713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ce5453847974526b89f641e707651f7b	0	0	0	0	0	0	0	0	0	0	3	0	0	514	0	0	0	0	0	0	0	0	0	0	0
1d0fe013307ebf7d6eb0a1c855779579	0	0	0	0	93	0	245	0	0	0	140	0	0	28	0	0	0	0	0	0	0	0	0	0	0
5927c0c8c4ae7eb6fd904049f1f3bdda	0	0	0	0	0	0	0	0	0	0	0	0	8	40	0	0	0	0	0	0	0	0	0	0	0
203bdf54b701546887dfc5cef22bbcf3	0	0	0	0	0	0	0	0	51	0	78	0	356	25	0	0	0	0	0	0	0	0	0	0	0
a2512f0de34c355a63fc80b0f5cddbd0	4	0	8	0	0	0	11	0	0	0	8	0	18	17	0	5	0	0	0	0	0	9	6	0	0
7baa5fff9e2fc38e7669c8b89aa8a108	64	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
711d421217615bd58f57b7c7259113f3	0	0	0	0	0	0	10	0	16	0	0	0	0	0	0	0	44	0	0	0	44	0	0	69	0
457faa13fa720c04aca6c9a60ae589af	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	31	64	0	0
48f1e7971f77b928e43fa09e146d2dbe	31	0	24	0	0	0	22	0	0	0	0	0	0	0	0	30	0	2	0	0	0	0	0	0	0
e9a319a08ee65e84ce2188b2fc558ec5	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a97de4d04bea7be5c3fd35dea9f831a	24	0	8	0	0	0	9	0	12	0	22	0	27	20	0	12	0	0	0	0	0	0	12	12	0
4fca7a02007aeaa47198d120813b4d8e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0f7526d31478c4bb64d5d6d1ffaf5ea2	0	0	0	0	5	0	13	0	0	0	24	0	43	0	23	45	0	0	0	9	0	37	28	0	0
2b500c916ae4e9a88b3a904d185a9690	0	0	0	0	13	0	14	0	19	0	31	0	0	21	11	50	18	18	28	3	18	25	35	0	13
0cabe2f946bfec1cc694575488c55b6b	0	0	0	0	0	0	0	246	0	0	0	0	0	0	52	0	21	10	0	0	86	0	0	26	0
fa5820baaf0329888aae17886f798ff4	0	0	14	0	0	0	0	0	50	0	37	0	0	35	0	43	0	22	0	12	0	0	0	0	21
c17ad2c71003eccb2701e081ac95b88d	0	0	0	0	0	0	0	0	111	0	84	0	0	292	0	0	0	0	0	0	0	0	0	0	0
1bce3fa1b36d28a9dcf18bccfc9014a8	0	0	0	0	0	0	0	0	47	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0
c704de2b282c8b3557ee468a2b5984d0	180	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a2e995d67f4109c44921df5d7b3cc813	17	0	15	0	0	0	0	0	0	0	0	0	0	0	0	46	0	52	0	34	0	67	27	0	27
70ee5140ae7c023bf23753ca09a56ae3	234	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cd5f487998bfde42e86eddc4cb94e4cf	6	0	5	18	0	4	0	0	0	0	0	0	3	0	157	18	0	0	0	0	0	16	0	0	7
fc963681e966ce9d304a09268e8f1602	0	0	0	0	9	0	17	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e0874160db3e0e9a1db114f03e4ea735	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
876f1ca36370a0e8d8edadbf875fbbd5	0	0	0	0	0	0	0	0	57	0	81	0	0	342	0	0	0	0	0	0	0	0	0	0	0
025966f8eef21c6bc22b6c0ef775e29c	0	0	0	0	0	0	0	0	41	0	49	0	0	0	0	101	0	0	0	0	0	105	0	0	0
f23333bda1ccfa5e0087778727e85ff9	0	0	0	0	35	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ede0b93cab413e787e7387d81de25bea	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	17	0
ed1cc8ff62991770b3945e6bad1a1efd	4	0	0	0	0	0	111	0	30	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
498509522271a253eb533132cc121fbd	0	0	0	0	0	0	0	0	93	0	130	0	0	239	0	0	0	0	0	0	0	0	0	0	0
0117f45b0f2cce774da8e1b94e7dbe07	0	0	0	0	0	0	0	0	4	0	0	0	0	13	0	76	30	5	0	9	50	88	0	44	4
147a16fc17f3e390ee1ba8df9bbad414	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	20	17	0	0	0	53	0	11	0	0
75a153e7dd3223ff42980aa71716098c	6	0	11	0	0	0	0	0	35	0	0	0	0	0	0	11	0	17	0	12	0	23	8	0	3
d6a4fc5302768a8ba5507ddeac888973	0	0	5	0	4	0	14	0	15	0	0	0	22	0	0	29	4	9	0	11	0	12	0	4	0
58b1dc3cce5be354606b95aa3652809e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
260aec005680955a8c9e401d615231d4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7adcfe53bcdc3b62ec04ce1d4a555512	0	0	0	0	0	0	0	0	257	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0
0a75dfcbc034d5a82f7178d1889de834	16	0	8	0	70	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6cfb2f5eb08a7742c789f940a56dfc93	31	0	60	0	113	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8b1b974e9d8cd70e05bbdf7db8ddffc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	18	41	35	83	0
630fc1230a89f621de21f3815235086b	4	0	6	0	8	0	14	0	7	0	0	0	0	30	0	14	0	0	0	0	0	7	14	0	0
773fd057aa9e7824d2e36f30d96e0d82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14aa0a7ab97481d62b814678ea341578	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
b0f64e667db91089d88f5db9982af99f	0	0	0	0	217	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313a1069b996e7d43dbc9db75919c006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c3644eab670b559ba40c58ca18f2c1fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	66	20	0	77	0
d58f62d9488d2e7d554d3b855482836c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3615bbb1b9a029057b2656b2830e7c83	168	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b27c36b93843ed166f076edeca6ded15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	36	0	149
d662a04b10537ff6ffd4c94dcdd2cbf0	14	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	35	0	19	0	23	0	0	119	0
ca6b1a48e3f3566d31a7d47d0fc1cb43	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20f1f9cd32daf5d5f35156892e919bd2	44	0	34	0	65	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52731d17861505a66d614170d9c1e157	0	0	0	0	16	0	24	0	0	0	0	0	0	0	0	14	0	0	0	0	0	18	0	0	22
73225997bb9c58c205c8d1dcf7d85ae1	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	79	0	33	0	55	31	165	0
f08c18d6b15486e52420b254622aa164	4	0	0	0	7	0	12	0	16	0	43	0	47	7	0	12	0	0	0	3	0	5	14	0	0
